127.0.0.1 - - [08/Oct/2025:00:01:27 +0000] "GET /.env HTTP/1.1" 200 625 "-" "SonyEricssonK750i/R1CA Browser/SEMC-Browser/4.2 Profile/MIDP-2.0 Configuration/CLDC-1.1"
127.0.0.1 - - [08/Oct/2025:00:12:21 +0000] "GET / HTTP/1.1" 200 625 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity"
127.0.0.1 - - [08/Oct/2025:00:32:30 +0000] "GET /admin/config.php HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
127.0.0.1 - - [08/Oct/2025:00:39:31 +0000] "PROPFIND / HTTP/1.1" 200 625 "http://161.35.1.46:443/" "-"
127.0.0.1 - - [08/Oct/2025:00:41:52 +0000] "GET /.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
127.0.0.1 - - [08/Oct/2025:00:41:53 +0000] "POST / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
195.178.110.15 - - [08/Oct/2025:00:51:21 +0000] "GET / HTTP/1.1" - - "-" "-"
195.178.110.15 - - [08/Oct/2025:00:51:21 +0000] "GET / HTTP/1.1" 200 625 "-" "l9tcpid/v1.1.0"
127.0.0.1 - - [08/Oct/2025:01:09:21 +0000] "GET / HTTP/1.1" 200 625 "-" "l9tcpid/v1.1.0"
127.0.0.1 - - [08/Oct/2025:01:13:49 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/570.38 (KHTML, like Gecko) Chrome/76.0.941 Safari/537.36"
127.0.0.1 - - [08/Oct/2025:01:13:50 +0000] "GET /favicon.ico HTTP/1.1" 200 625 "-" "Go-http-client/1.1"
127.0.0.1 - - [08/Oct/2025:01:13:51 +0000] "GET /assets/index-L_uBWx05.js HTTP/1.1" 200 497212 "-" "Go-http-client/1.1"
127.0.0.1 - - [08/Oct/2025:01:13:52 +0000] "GET /sitemap.xml HTTP/1.1" 200 625 "-" "Go-http-client/1.1"
127.0.0.1 - - [08/Oct/2025:01:13:52 +0000] "GET /robots.txt HTTP/1.1" 200 625 "-" "Go-http-client/1.1"
93.123.109.214 - - [08/Oct/2025:01:21:10 +0000] "GET / HTTP/1.1" - - "-" "-"
93.123.109.214 - - [08/Oct/2025:01:21:10 +0000] "GET / HTTP/1.1" 200 625 "-" "l9tcpid/v1.1.0"
195.178.110.109 - - [08/Oct/2025:01:21:22 +0000] "GET / HTTP/1.1" - - "-" "-"
195.178.110.109 - - [08/Oct/2025:01:21:22 +0000] "GET / HTTP/1.1" 200 625 "-" "l9tcpid/v1.1.0"
127.0.0.1 - - [08/Oct/2025:01:24:49 +0000] "POST /FD873AC4-CF86-4FED-84EC-4BD59C6F17A7 HTTP/1.1" 200 625 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
127.0.0.1 - - [08/Oct/2025:01:33:38 +0000] "PROPFIND / HTTP/1.1" 200 625 "http://161.35.1.46:443/" "-"
